CLL,NDVI,CVI,GNDVI,NRVI3,NRVI,RVI,GCI
114.51,0.22715105696708,1.4582108702049,0.51974353976004,0.011720449973666,0.22715105688729,1.5894613401746,1.5198877138938
111.03,0.23247486961746,1.5048080329892,0.55075799107422,0.012564003261049,0.23247486997699,1.607122690889,1.5508927545922
117.61,0.22724104014657,1.4336495612171,0.50536188672912,0.011734384281689,0.22724104032865,1.5896344631348,1.5055035447449
103.48,0.2293599420887,1.4456483229423,0.51525454078679,0.012065705242743,0.22935994221753,1.5965638577925,1.5153916743186
132.56,0.22847365592077,1.5153168177587,0.55098716490063,0.011926373130385,0.22847365579696,1.5937060749703,1.5511430409115
116.49,0.22798663505264,1.4719698159103,0.52748872776255,0.011850267826539,0.22798663501823,1.5921741480157,1.5276200836617
96.07,0.23321391239978,1.5187268281577,0.55929277177505,0.012684208265219,0.23321391239618,1.6098573532135,1.5594283235801
117.76,0.23116955383485,1.5494942594136,0.57252300889935,0.012353553608106,0.23116955379727,1.6031635352892,1.5726737580532
109.71,0.22564492121654,1.4722461763801,0.52336102806958,0.011488853442596,0.22564492132337,1.5844245394266,1.523486588667
104.41,0.2293790716414,1.4563466508357,0.52147526178123,0.012068724460009,0.2293790716352,1.5966933616847,1.5216073949937
114.87,0.22910763443406,1.3224035000623,0.4495809453155,0.012025930356845,0.22910763458974,1.5954725873114,1.4496903190862
121.15,0.23177195221351,1.4754820730943,0.53596656604092,0.012450380813411,0.23177195197411,1.6047087174299,1.5361027307057
127.8,0.2310121439192,1.4204660977941,0.50473701166013,0.012328335162542,0.23101214407737,1.6021995249318,1.5048731300907
119.99,0.23349181775188,1.5541809257089,0.57793451479346,0.012729607082265,0.23349181777695,1.6107336858667,1.5780738370053
108.88,0.2285287617385,1.5156571519397,0.55075790158339,0.011935004818472,0.22852876161809,1.5949831115431,1.5509078033958
126.22,0.23294039520717,1.4914002835903,0.54577999099819,0.012639631801507,0.23294039503611,1.6088184237287,1.5459206621258
127.04,0.23111073221045,1.4803375397305,0.53620959184647,0.012344125830066,0.23111073212906,1.6026322511504,1.5363476736865
125.37,0.23223589469664,1.4751002270101,0.53528127616023,0.012525297150856,0.23223589481681,1.6066217036665,1.5354297932395
108.87,0.23252438871729,1.5308414315327,0.5638965334336,0.01257203361817,0.23252438865859,1.6072217247029,1.5640290309543
113.48,0.23398494524193,1.4348464257311,0.51653626546006,0.012810431162419,0.23398494535344,1.6125809855167,1.5166820443156
144.16,0.2367829231323,1.596597226317,0.60585026163089,0.013275507513309,0.23678292308046,1.6217781444833,1.6060091856644
136.72,0.23635358445284,1.6418891503804,0.62746214869775,0.013203424324055,0.2363535847228,1.6209156716761,1.6276328112478
116.67,0.23430770579366,1.6209200841885,0.61502382992243,0.012863516743848,0.23430770598817,1.6139430711543,1.615195132885
120.58,0.22970958740383,1.4221449274255,0.5024420721608,0.012120969682634,0.22970958735267,1.5975058537928,1.5025627808314
130.17,0.23042860365762,1.495878863177,0.54458551573014,0.012235146228065,0.23042860362692,1.5997918079567,1.5447267005568
130.33,0.23166098092994,1.5471905251811,0.57248612909484,0.012432505872043,0.23166098095648,1.6040689214515,1.5726298962015
143.55,0.22747174343965,1.5410934392177,0.56344997527249,0.011770160083892,0.22747174359934,1.5905910118611,1.5635949001703
135.05,0.22759743634851,1.4145098592599,0.49679401326662,0.011789682170855,0.22759743631855,1.5909942591282,1.4969209058971
126.78,0.2296511230307,1.5478610249392,0.56963692399896,0.012111717149579,0.2296511229272,1.5986476198079,1.5698089472675
117.81,0.2269377121914,1.4097377920922,0.48984276799942,0.011687456770962,0.22693771228556,1.5891960796935,1.4899849631785
110.43,0.22524747538953,1.499765876423,0.53739152243373,0.011428251674591,0.22524747535605,1.5828806197003,1.5375139622057
124.83,0.22412646600846,1.4230545518935,0.49505194254702,0.01125847150921,0.22412646656674,1.5791535379241,1.495164500526
142.94,0.22733717019741,1.389618370089,0.48276338013681,0.01174928256045,0.22733717003091,1.5901541214144,1.4829019560795
140.4,0.23275440331059,1.5569120804484,0.57962191468744,0.012609379529133,0.23275440317439,1.608175807408,1.5797777680197
137.07,0.23704974286263,1.6314622362897,0.62158153247724,0.013320436742483,0.23704974264043,1.6243814008699,1.6217846063947
154.26,0.22766340761457,1.4440076907833,0.51236193684387,0.011799937229795,0.22766340780898,1.5917503710424,1.5125185369066
153.46,0.23212778719174,1.3996987057297,0.49420295093364,0.012507813411784,0.23212778713541,1.6062755035227,1.4943662313589
135.41,0.23848948795839,1.4526285391817,0.53405004488424,0.013564622833948,0.23848948781551,1.6278377236908,1.5342407832027
133.44,0.23642506033341,1.4864975951347,0.54955085978591,0.013215406448751,0.23642506016734,1.6206634259798,1.5497525541344
137.59,0.23307688240247,1.3117946805908,0.44762337227868,0.012661862725956,0.233076882326,1.6091947479813,1.4477952305282
147.67,0.22972853246318,1.3152176746775,0.4455929104973,0.012123968955242,0.22972853261509,1.5987094466438,1.4457733494296
117.64,0.22768724040731,1.4134431186314,0.49420527146543,0.011803643385019,0.22768724035404,1.590862218775,1.4943618584646
117.81,0.22669228524563,1.3860997421023,0.48038001371669,0.011649578762346,0.22669228530684,1.5875220069358,1.4805352099012
129.89,0.22665445460363,1.3821719295159,0.47872734111799,0.01164374745215,0.22665445464966,1.5872255733404,1.4788768671606
132.32,0.23043318333075,1.4100685771574,0.49980885049153,0.012235875725029,0.23043318315606,1.5999379497866,1.4999571867107
128.44,0.23300998426394,1.5268796115402,0.56524921470825,0.012650963181235,0.23300998429119,1.6083271712055,1.5653981663919
129.36,0.2338430331341,1.4919398834896,0.54524736606508,0.012787136662614,0.2338430331543,1.612761713972,1.5454304503527
116.25,0.23150713281862,1.4915827919287,0.54142444343225,0.012407752718877,0.23150713292526,1.6047235062815,1.5415911921772
127.04,0.2367353148779,1.5443278389962,0.57828242295869,0.013267501513854,0.23673531497828,1.6224827176889,1.5784753103799
133.59,0.23230717165061,1.5362672562631,0.5681909299941,0.012536833351506,0.23230717184256,1.6070546409321,1.5683726208152
97.06,0.22840915570074,1.394379224435,0.48588086417291,0.01191627525008,0.22840915585667,1.5937387270072,1.4860165431431
139.91,0.23794987390673,1.5420012399791,0.57808076761296,0.013472755762816,0.23794987388441,1.6263451171585,1.5782933363958
97.43,0.2364600514724,1.5533635490806,0.58268862262091,0.013221275030286,0.23646005150917,1.6205818780686,1.5828863000948
112.28,0.23528264015086,1.4200510731969,0.50972850832576,0.013024757802983,0.23528264047701,1.6172221587327,1.5099542533361
117.72,0.23017710914161,1.4479121727014,0.51743421490151,0.012195128877454,0.23017710918847,1.5992800279019,1.5176028686607
